ID,DATA_MOV,DATA_INS,IMPORTO,DARE_AVERE,ID_TIPO_MOV,ID_CONTO,NOTE
299,2021-03-28,2021-04-04 01:51:05,69,900002,False,2,2,
300,2021-03-31,2021-04-04 01:52:14,26,280001,False,2,2,
301,2021-01-31,2021-04-04 01:52:50,8,4300003,False,1,2,
302,2021-03-27,2021-04-04 01:54:47,2,False,1,1,
303,2021-03-22,2021-04-04 01:57:20,2,False,1,1,
304,2021-03-25,2021-04-04 01:58:22,25,False,1,1,
305,2021-03-25,2021-04-04 01:58:42,4,False,1,1,
307,2021-04-02,2021-04-04 05:01:27,200,False,1,5,
308,2020-04-04,2021-04-04 05:09:34,5,False,2,2,
309,2020-04-04,2021-04-05 00:06:39,1,9,False,1,1,
310,2021-04-03,2021-04-16 16:55:14,10,2,False,1,1,
311,2021-04-09,2021-04-16 16:59:32,3,9000001,False,1,1,
312,2021-04-09,2021-04-16 17:04:01,7,5,False,1,5,
313,2021-04-09,2021-04-16 17:04:24,17,False,1,5,
314,2021-04-10,2021-04-16 17:04:42,8,False,1,2,
315,2021-04-10,2021-04-16 17:05:08,5,False,1,2,
317,2021-04-15,2021-04-16 17:09:56,8,1999998,False,1,1,
318,2021-04-16,2021-04-16 17:24:30,1505,True,3,5,
319,2021-04-16,2021-04-19 01:32:01,8,3999996,False,1,2,
320,2021-04-15,2021-04-19 01:35:00,11,False,1,2,
321,2021-04-18,2021-04-19 12:42:30,44,5,False,1,2,
322,2021-04-24,2021-05-04 00:09:17,5,False,1,1,
323,2021-04-23,2021-05-04 00:09:34,2,5,False,1,1,
324,2021-04-19,2021-05-04 00:10:00,10,2,False,1,1,
325,2021-04-24,2021-05-04 00:11:19,44,5,False,1,2,
326,2021-04-17,2021-05-04 00:18:21,30,False,5,1,
327,2021-05-04,2021-05-04 00:27:18.920000000,30,True,6,5,
328,2021-05-03,2021-05-04 00:29:24,31,False,1,2,
329,2021-05-03,2021-05-04 00:29:47,5,0999999,False,1,4,
330,2021-05-04,2021-05-04 00:31:20,1029,False,1,5,
331,2021-05-01,2021-05-04 00:34:22,1061,False,5,2,
332,2021-05-04,2021-05-04 22:53:01,5,False,1,2,
333,2021-05-04,2021-05-04 22:53:15,5,False,1,1,
334,2021-05-02,2021-05-05 01:45:18,10,False,2,2,
335,2021-05-05,2021-05-05 22:59:26,3,5,False,1,1,
336,2021-05-05,2021-05-05 22:59:39,5,False,1,2,
337,2021-05-05,2021-05-05 23:00:19,220,False,1,2,
338,2021-05-06,2021-05-06 19:18:43,50,False,1,2,
339,2021-05-06,2021-05-06 19:19:09,2,False,1,1,
340,2021-05-06,2021-05-06 19:19:29,3,False,1,1,
341,2021-05-06,2021-05-06 19:20:37,62,549999,False,1,2,
342,2021-05-07,2021-05-09 23:38:23,35,False,1,2,
343,2021-05-07,2021-05-09 23:38:35,7,False,1,2,
344,2021-05-05,2021-05-09 23:51:48,11,5,False,1,2,
345,2021-05-08,2021-05-09 23:54:18,12,False,1,2,
346,2021-05-08,2021-05-09 23:54:53,6,1999998,False,1,1,
347,2021-05-09,2021-05-10 00:22:20,5,False,5,2,
348,2021-05-10,2021-05-10 22:40:08,3,False,1,1,
349,2021-05-12,2021-05-17 14:04:47,12,False,1,2,
350,2021-05-12,2021-05-17 14:05:04,235,False,1,2,
351,2021-05-13,2021-05-17 14:05:50,2,5,False,1,1,
